id,category,post
1798,guilt_shame,If anyone else needs to hear this: Wishing I could be kinder to myself when I slip up. Setting tiny goals and tiny wins.
1052,adhd_like,Real talk: Started five tasks and finished none—attention is on vacation.
402,insomnia,Real talk: Counted a thousand imaginary sheep and still wide awake.
565,appetite_sleep_change,Body clock and hunger cues feel out of sync. Trying to be patient with myself.
104,ptsd_like,Reminder to future me: Random sounds put me on edge more than I'd like to admit. Texting a friend to check in.
1101,somatic,Neck and shoulders hosting a permanent knot convention.
1026,self_esteem,Status check: Trying to believe 'good enough' can actually be good.
536,burnout,Status check: Running on fumes and to-do list keeps growing.
1065,low_mood,Feeling down today and can't shake the gray cloud. Taking it one breath at a time.
83,adhd_like,"Note to self: Timer on, distractions off… still drifting. Reminding myself that feelings pass."
967,brain_fog,Brain is buffering… please wait. Reminding myself that feelings pass.
384,burnout,"Status check: Everything feels like a chore—even things I usually enjoy. Hydration and a stretch break, here we go."
561,fatigue,"Status check: Energy meter keeps dipping into red for no reason. Hydration and a stretch break, here we go."
1759,loneliness,"Craving connection but not sure how to ask for it. Hydration and a stretch break, here we go."
1410,burnout,Update: Work brain is fried; focus meter stuck at 10%. Trying to be patient with myself.
375,appetite_sleep_change,"Real talk: Appetite keeps swinging from 'meh' to 'everything' lately. Hydration and a stretch break, here we go."
1707,panic_like,Today in mental health: Counting breaths and waiting for the spike to pass. Stepping outside for a minute of fresh air.
1576,somatic,Headache visiting again—wish it would leave a forwarding address.
262,irritability,Snapped over something tiny—wish I could rewind. Texting a friend to check in.
800,anxiety,"Overthinking every little thing again. Brain, please chill. Taking it one breath at a time."
1377,ptsd_like,Grounding exercises helping a bit when I get startled. Setting tiny goals and tiny wins.
3,insomnia,Counted a thousand imaginary sheep and still wide awake. Trying to be patient with myself.
603,appetite_sleep_change,If anyone else needs to hear this: Trying to notice patterns without judging myself.
119,stress,Tension living in my shoulders rent-free. Taking it one breath at a time.
1746,brain_fog,If anyone else needs to hear this: Reading the same sentence five times and still nothing. Taking it one breath at a time.
695,loneliness,If anyone else needs to hear this: Craving connection but not sure how to ask for it. Journaling and short walks help a bit.
975,social_anxiety,Overanalyzing every message I send—did that sound weird? Texting a friend to check in.
545,anhedonia,Real talk: Checking off hobbies like tasks instead of enjoying them.
27,ocd_like_worry,Wish my mind had a 'good enough' button.
978,ptsd_like,Note to self: Grounding exercises helping a bit when I get startled.
1738,ptsd_like,Status check: Grounding exercises helping a bit when I get startled. Taking it one breath at a time.
2,anxiety,My mind's racing with what-ifs and it's exhausting.
1975,somatic,Note to self: Neck and shoulders hosting a permanent knot convention. Trying to be patient with myself.
1895,appetite_sleep_change,Today in mental health: Either sleeping too much or not at all—no in-between. Reminding myself that feelings pass.
1343,anhedonia,Things I used to love feel dim lately. Journaling and short walks help a bit.
1861,somatic,Reminder to future me: Stomach in knots when stress shows up. Texting a friend to check in.
698,appetite_sleep_change,If anyone else needs to hear this: Either sleeping too much or not at all—no in-between.
532,self_esteem,Update: Comparing myself to others is a trap I keep falling into. Setting tiny goals and tiny wins.
145,guilt_shame,Status check: Guilt brain is loud over small mistakes. Reminding myself that feelings pass.
1251,panic_like,Sudden wave of jitters out of nowhere—breathing through it.
1123,anxiety,If anyone else needs to hear this: Heart fluttering for no clear reason—wish I could hit pause. Reminding myself that feelings pass.
926,appetite_sleep_change,Real talk: Trying to notice patterns without judging myself. Stepping outside for a minute of fresh air.
877,insomnia,Not gonna lie— Third night in a row staring at the ceiling at 3AM.
1571,anhedonia,Hard to find the spark for stuff that once lit me up.
1987,loneliness,If anyone else needs to hear this: Miss the kind of conversation that leaves you lighter.
1526,social_anxiety,If anyone else needs to hear this: Overanalyzing every message I send—did that sound weird?
1223,adhd_like,"Timer on, distractions off… still drifting. Trying to be patient with myself."
1642,ocd_like_worry,Stuck on repeat—reassurance doesn't stick for long.
1405,somatic,Status check: Stomach in knots when stress shows up. Setting tiny goals and tiny wins.
775,irritability,Real talk: Snapped over something tiny—wish I could rewind. Taking it one breath at a time.
231,insomnia,Third night in a row staring at the ceiling at 3AM. Setting tiny goals and tiny wins.
1458,appetite_sleep_change,Today in mental health: Either sleeping too much or not at all—no in-between.
124,fatigue,Not gonna lie— I could nap on a moving bus right now.
1853,fatigue,Energy meter keeps dipping into red for no reason.
1183,stress,So many tabs open in my head and none are loading.
1806,low_mood,Woke up heavy—like my energy got drained overnight. Setting tiny goals and tiny wins.
280,appetite_sleep_change,Today in mental health: Either sleeping too much or not at all—no in-between. Setting tiny goals and tiny wins.
937,social_anxiety,Cancelling plans because my nerves won't cooperate. Trying to be patient with myself.
72,irritability,If anyone else needs to hear this: Everything feels a bit like nails on a chalkboard.
1914,appetite_sleep_change,Appetite keeps swinging from 'meh' to 'everything' lately. Trying to be patient with myself.
495,low_mood,If anyone else needs to hear this: It's one of those low-energy days where even coffee can't lift me. Setting tiny goals and tiny wins.
167,irritability,Real talk: Patience meter is shorter than usual today.
989,low_mood,"Today in mental health: It's one of those low-energy days where even coffee can't lift me. Hydration and a stretch break, here we go."
689,stress,Real talk: So many tabs open in my head and none are loading.
432,appetite_sleep_change,Either sleeping too much or not at all—no in-between. Setting tiny goals and tiny wins.
906,anhedonia,Hard to find the spark for stuff that once lit me up. Trying to be patient with myself.
438,low_mood,Feeling down today and can't shake the gray cloud.
94,somatic,"Today in mental health: Back tension says hello every time I sit down. Hydration and a stretch break, here we go."
316,guilt_shame,Wishing I could be kinder to myself when I slip up. Setting tiny goals and tiny wins.
1983,adhd_like,"Status check: Timer on, distractions off… still drifting. Stepping outside for a minute of fresh air."
435,brain_fog,Reminder to future me: Memory lag is real—what was I doing again?
91,irritability,Everything feels a bit like nails on a chalkboard. Texting a friend to check in.
483,ocd_like_worry,If anyone else needs to hear this: Stuck on repeat—reassurance doesn't stick for long. Taking it one breath at a time.
381,low_mood,Update: Feeling down today and can't shake the gray cloud. Stepping outside for a minute of fresh air.
476,low_mood,Status check: It's one of those low-energy days where even coffee can't lift me. Setting tiny goals and tiny wins.
928,panic_like,Chest feels tight when stress stacks up quickly. Journaling and short walks help a bit.
808,fatigue,Tired behind the eyes even after resting.
220,loneliness,Miss the kind of conversation that leaves you lighter.
344,anxiety,"Overthinking every little thing again. Brain, please chill. Setting tiny goals and tiny wins."
114,self_esteem,If anyone else needs to hear this: Learning to talk to myself like I would a friend. Stepping outside for a minute of fresh air.
423,stress,Update: So many tabs open in my head and none are loading.
248,low_mood,Feeling down today and can't shake the gray cloud. Texting a friend to check in.
1056,loneliness,Scrolling for company isn't cutting it today. Setting tiny goals and tiny wins.
1560,anxiety,My mind's racing with what-ifs and it's exhausting. Stepping outside for a minute of fresh air.
1464,low_mood,If anyone else needs to hear this: Feeling down today and can't shake the gray cloud.
325,anxiety,"Not gonna lie— Overthinking every little thing again. Brain, please chill. Taking it one breath at a time."
35,panic_like,Reminder to future me: Sudden wave of jitters out of nowhere—breathing through it.
1844,low_mood,Today in mental health: It's one of those low-energy days where even coffee can't lift me. Setting tiny goals and tiny wins.
493,somatic,Note to self: Back tension says hello every time I sit down. Texting a friend to check in.
1534,appetite_sleep_change,Body clock and hunger cues feel out of sync. Stepping outside for a minute of fresh air.
424,social_anxiety,"Note to self: Crowds turn my brain into static; need quiet time to reset. Hydration and a stretch break, here we go."
1641,adhd_like,"Timer on, distractions off… still drifting. Hydration and a stretch break, here we go."
1951,anhedonia,"Reminder to future me: Things I used to love feel dim lately. Hydration and a stretch break, here we go."
1657,burnout,"Burnout check: deadlines, brain fog, and zero spark."
1652,somatic,Stomach in knots when stress shows up. Trying to be patient with myself.
203,anhedonia,Things I used to love feel dim lately. Reminding myself that feelings pass.
1906,social_anxiety,Crowds turn my brain into static; need quiet time to reset. Setting tiny goals and tiny wins.
782,insomnia,Counted a thousand imaginary sheep and still wide awake. Texting a friend to check in.
1550,loneliness,Craving connection but not sure how to ask for it. Reminding myself that feelings pass.
1699,ocd_like_worry,Stuck on repeat—reassurance doesn't stick for long.
1042,panic_like,Chest feels tight when stress stacks up quickly. Setting tiny goals and tiny wins.
363,anxiety,Not gonna lie— Heart fluttering for no clear reason—wish I could hit pause. Setting tiny goals and tiny wins.
1636,anxiety,If anyone else needs to hear this: My mind's racing with what-ifs and it's exhausting. Journaling and short walks help a bit.
1716,social_anxiety,Note to self: Small talk feels like a boss-level challenge sometimes. Stepping outside for a minute of fresh air.
814,panic_like,Counting breaths and waiting for the spike to pass.
1416,fatigue,Update: I could nap on a moving bus right now. Trying to be patient with myself.
1111,ptsd_like,Some days my body reacts before my brain understands why. Trying to be patient with myself.
1113,loneliness,Not gonna lie— Craving connection but not sure how to ask for it. Setting tiny goals and tiny wins.
622,appetite_sleep_change,Trying to notice patterns without judging myself. Stepping outside for a minute of fresh air.
1739,fatigue,Status check: Dragging myself through the afternoon slump again.
1102,self_esteem,Update: Comparing myself to others is a trap I keep falling into.
936,stress,Trying to breathe through the stress one task at a time. Journaling and short walks help a bit.
670,stress,Reminder to future me: Deadline season again and my jaw hasn't unclenched all day. Stepping outside for a minute of fresh air.
1720,fatigue,Note to self: Energy meter keeps dipping into red for no reason.
659,anhedonia,Hard to find the spark for stuff that once lit me up. Reminding myself that feelings pass.
619,loneliness,Scrolling for company isn't cutting it today.
278,guilt_shame,Today in mental health: That nagging 'not good enough' voice showed up again. Stepping outside for a minute of fresh air.
1304,guilt_shame,Guilt brain is loud over small mistakes. Trying to be patient with myself.
1875,anhedonia,Things I used to love feel dim lately.
1514,anhedonia,Status check: Joy feels muted—like the volume's turned down.
1531,loneliness,If anyone else needs to hear this: Craving connection but not sure how to ask for it. Trying to be patient with myself.
337,appetite_sleep_change,Trying to notice patterns without judging myself. Stepping outside for a minute of fresh air.
1926,adhd_like,"Timer on, distractions off… still drifting. Hydration and a stretch break, here we go."
1510,ptsd_like,Random sounds put me on edge more than I'd like to admit.
816,somatic,Reminder to future me: Stomach in knots when stress shows up.
1967,fatigue,"Note to self: Tired behind the eyes even after resting. Hydration and a stretch break, here we go."
943,guilt_shame,Trying to remember progress > perfection.
634,adhd_like,If anyone else needs to hear this: Sticky notes are my second brain and they’re full. Journaling and short walks help a bit.
195,stress,Trying to breathe through the stress one task at a time.
891,brain_fog,Words are playing hide-and-seek with my mouth. Trying to be patient with myself.
1371,insomnia,Not gonna lie— Third night in a row staring at the ceiling at 3AM. Reminding myself that feelings pass.
389,ptsd_like,Real talk: Grounding exercises helping a bit when I get startled.
50,guilt_shame,Trying to remember progress > perfection.
576,social_anxiety,Update: Overanalyzing every message I send—did that sound weird? Reminding myself that feelings pass.
156,burnout,"Today in mental health: Burnout check: deadlines, brain fog, and zero spark. Reminding myself that feelings pass."
1275,anxiety,"Not gonna lie— Overthinking every little thing again. Brain, please chill. Stepping outside for a minute of fresh air."
37,somatic,Status check: Stomach in knots when stress shows up.
523,fatigue,Energy meter keeps dipping into red for no reason. Journaling and short walks help a bit.
426,ocd_like_worry,Looping on the same worry even though I know it's irrational. Journaling and short walks help a bit.
789,fatigue,Note to self: Dragging myself through the afternoon slump again.
1184,social_anxiety,"If anyone else needs to hear this: Cancelling plans because my nerves won't cooperate. Hydration and a stretch break, here we go."
1127,social_anxiety,Status check: Overanalyzing every message I send—did that sound weird? Trying to be patient with myself.
710,adhd_like,Reminder to future me: Started five tasks and finished none—attention is on vacation.
345,insomnia,Note to self: Sleep and I are not on speaking terms lately. Taking it one breath at a time.
1791,stress,"Trying to breathe through the stress one task at a time. Hydration and a stretch break, here we go."
1981,stress,Tension living in my shoulders rent-free.
1570,guilt_shame,Note to self: Guilt brain is loud over small mistakes. Stepping outside for a minute of fresh air.
75,somatic,Today in mental health: Stomach in knots when stress shows up. Taking it one breath at a time.
1167,ocd_like_worry,Looping on the same worry even though I know it's irrational. Reminding myself that feelings pass.
238,fatigue,Tired behind the eyes even after resting. Texting a friend to check in.
1344,appetite_sleep_change,Either sleeping too much or not at all—no in-between. Journaling and short walks help a bit.
956,social_anxiety,Status check: Overanalyzing every message I send—did that sound weird? Reminding myself that feelings pass.
884,fatigue,Status check: Dragging myself through the afternoon slump again. Taking it one breath at a time.
80,burnout,"Burnout check: deadlines, brain fog, and zero spark."
591,anxiety,"Reminder to future me: Overthinking every little thing again. Brain, please chill. Taking it one breath at a time."
1190,guilt_shame,Reminder to future me: Wishing I could be kinder to myself when I slip up.
400,low_mood,Woke up heavy—like my energy got drained overnight. Texting a friend to check in.
1029,insomnia,Third night in a row staring at the ceiling at 3AM. Stepping outside for a minute of fresh air.
1648,appetite_sleep_change,If anyone else needs to hear this: Body clock and hunger cues feel out of sync. Trying to be patient with myself.
1454,fatigue,I could nap on a moving bus right now.
1364,irritability,Patience meter is shorter than usual today. Trying to be patient with myself.
1469,social_anxiety,Status check: Crowds turn my brain into static; need quiet time to reset. Texting a friend to check in.
951,low_mood,Motivation is MIA and everything feels muted. Reminding myself that feelings pass.
648,anxiety,My mind's racing with what-ifs and it's exhausting. Stepping outside for a minute of fresh air.
1092,ptsd_like,"Status check: Hypervigilant today—feels like my guard can't drop. Hydration and a stretch break, here we go."
227,somatic,Neck and shoulders hosting a permanent knot convention.
783,burnout,Status check: Running on fumes and to-do list keeps growing. Reminding myself that feelings pass.
544,guilt_shame,Trying to remember progress > perfection. Reminding myself that feelings pass.
723,low_mood,It's one of those low-energy days where even coffee can't lift me. Taking it one breath at a time.
756,irritability,Reminder to future me: Apologizing in advance for my short fuse—working on it. Stepping outside for a minute of fresh air.
1249,appetite_sleep_change,Trying to notice patterns without judging myself. Reminding myself that feelings pass.
962,guilt_shame,Guilt brain is loud over small mistakes.
1395,ocd_like_worry,Reminder to future me: Double-checking things on autopilot again—brain seeking certainty. Trying to be patient with myself.
1665,guilt_shame,Guilt brain is loud over small mistakes. Reminding myself that feelings pass.
1674,anxiety,Feeling wired and tired at the same time—classic anxiety loop. Journaling and short walks help a bit.
1433,ocd_like_worry,Double-checking things on autopilot again—brain seeking certainty. Texting a friend to check in.
159,adhd_like,"Hyperfocus yesterday, scattered confetti brain today."
825,ocd_like_worry,Stuck on repeat—reassurance doesn't stick for long. Setting tiny goals and tiny wins.
1342,guilt_shame,That nagging 'not good enough' voice showed up again. Journaling and short walks help a bit.
524,loneliness,Scrolling for company isn't cutting it today. Stepping outside for a minute of fresh air.
1397,fatigue,Status check: I could nap on a moving bus right now. Texting a friend to check in.
1995,self_esteem,Comparing myself to others is a trap I keep falling into.
182,loneliness,"Reminder to future me: Craving connection but not sure how to ask for it. Hydration and a stretch break, here we go."
1263,ptsd_like,"Real talk: Grounding exercises helping a bit when I get startled. Hydration and a stretch break, here we go."
1107,stress,Deadline season again and my jaw hasn't unclenched all day. Trying to be patient with myself.
981,guilt_shame,Note to self: Wishing I could be kinder to myself when I slip up.
1609,anhedonia,Joy feels muted—like the volume's turned down.
947,panic_like,Real talk: Counting breaths and waiting for the spike to pass. Reminding myself that feelings pass.
12,guilt_shame,Guilt brain is loud over small mistakes.
1374,social_anxiety,"Cancelling plans because my nerves won't cooperate. Hydration and a stretch break, here we go."
589,self_esteem,Update: Learning to talk to myself like I would a friend. Stepping outside for a minute of fresh air.
1869,adhd_like,Status check: Sticky notes are my second brain and they’re full.
1194,panic_like,Real talk: Mind went blank and body hit the gas—classic surge of nerves. Taking it one breath at a time.
621,anhedonia,Things I used to love feel dim lately.
1007,self_esteem,If anyone else needs to hear this: Comparing myself to others is a trap I keep falling into. Texting a friend to check in.
842,social_anxiety,Cancelling plans because my nerves won't cooperate.
1159,self_esteem,Status check: Compliments bounce off; criticism sticks—working on flipping that. Journaling and short walks help a bit.
1230,appetite_sleep_change,Status check: Trying to notice patterns without judging myself. Trying to be patient with myself.
1835,loneliness,Miss the kind of conversation that leaves you lighter. Trying to be patient with myself.
1082,somatic,"Back tension says hello every time I sit down. Hydration and a stretch break, here we go."
876,anxiety,Update: Feeling wired and tired at the same time—classic anxiety loop.
478,insomnia,Alarm goes off right when I finally drift off. Brutal. Stepping outside for a minute of fresh air.
360,somatic,Headache visiting again—wish it would leave a forwarding address. Stepping outside for a minute of fresh air.
542,fatigue,Dragging myself through the afternoon slump again.
134,low_mood,Status check: Feeling down today and can't shake the gray cloud. Trying to be patient with myself.
1034,ocd_like_worry,Today in mental health: Stuck on repeat—reassurance doesn't stick for long. Taking it one breath at a time.
724,anxiety,Feeling wired and tired at the same time—classic anxiety loop. Setting tiny goals and tiny wins.
1939,low_mood,Today in mental health: Feeling down today and can't shake the gray cloud.
865,fatigue,Status check: Tired behind the eyes even after resting. Reminding myself that feelings pass.
768,ocd_like_worry,Double-checking things on autopilot again—brain seeking certainty.
984,irritability,Snapped over something tiny—wish I could rewind. Texting a friend to check in.
965,irritability,Everything feels a bit like nails on a chalkboard. Texting a friend to check in.
1038,guilt_shame,Today in mental health: That nagging 'not good enough' voice showed up again. Journaling and short walks help a bit.
1094,loneliness,Not gonna lie— Miss the kind of conversation that leaves you lighter. Reminding myself that feelings pass.
1888,adhd_like,"Real talk: Timer on, distractions off… still drifting."
49,loneliness,Reminder to future me: Scrolling for company isn't cutting it today. Trying to be patient with myself.
1621,social_anxiety,Small talk feels like a boss-level challenge sometimes.
1733,burnout,Everything feels like a chore—even things I usually enjoy. Trying to be patient with myself.
940,ptsd_like,Grounding exercises helping a bit when I get startled. Taking it one breath at a time.
160,ocd_like_worry,Wish my mind had a 'good enough' button. Trying to be patient with myself.
1158,somatic,Neck and shoulders hosting a permanent knot convention. Stepping outside for a minute of fresh air.
1664,loneliness,Surrounded by people yet feeling oddly alone. Stepping outside for a minute of fresh air.
931,self_esteem,Trying to believe 'good enough' can actually be good. Setting tiny goals and tiny wins.
1074,fatigue,"Note to self: Tired behind the eyes even after resting. Hydration and a stretch break, here we go."
1356,adhd_like,Started five tasks and finished none—attention is on vacation. Journaling and short walks help a bit.
96,low_mood,Note to self: It's one of those low-energy days where even coffee can't lift me. Journaling and short walks help a bit.
208,somatic,"Status check: Stomach in knots when stress shows up. Hydration and a stretch break, here we go."
1290,brain_fog,Reading the same sentence five times and still nothing. Setting tiny goals and tiny wins.
1398,loneliness,If anyone else needs to hear this: Surrounded by people yet feeling oddly alone. Setting tiny goals and tiny wins.
845,ptsd_like,Grounding exercises helping a bit when I get startled.
10,fatigue,Tired behind the eyes even after resting. Reminding myself that feelings pass.
1358,ptsd_like,If anyone else needs to hear this: Random sounds put me on edge more than I'd like to admit. Reminding myself that feelings pass.
1931,guilt_shame,That nagging 'not good enough' voice showed up again.
127,anhedonia,"Not gonna lie— Checking off hobbies like tasks instead of enjoying them. Hydration and a stretch break, here we go."
1004,panic_like,Counting breaths and waiting for the spike to pass. Reminding myself that feelings pass.
1535,irritability,Patience meter is shorter than usual today.
705,anxiety,Status check: Feeling wired and tired at the same time—classic anxiety loop. Stepping outside for a minute of fresh air.
380,self_esteem,Trying to believe 'good enough' can actually be good. Taking it one breath at a time.
914,anxiety,Feeling wired and tired at the same time—classic anxiety loop. Setting tiny goals and tiny wins.
1191,anhedonia,Status check: Hard to find the spark for stuff that once lit me up.
466,fatigue,"If anyone else needs to hear this: Energy meter keeps dipping into red for no reason. Hydration and a stretch break, here we go."
1684,guilt_shame,Guilt brain is loud over small mistakes. Reminding myself that feelings pass.
7,adhd_like,"Note to self: Hyperfocus yesterday, scattered confetti brain today."
515,anxiety,"Feeling wired and tired at the same time—classic anxiety loop. Hydration and a stretch break, here we go."
445,ocd_like_worry,Status check: Stuck on repeat—reassurance doesn't stick for long. Reminding myself that feelings pass.
1489,adhd_like,Reminder to future me: Sticky notes are my second brain and they’re full. Stepping outside for a minute of fresh air.
613,stress,Tension living in my shoulders rent-free. Reminding myself that feelings pass.
1799,anhedonia,Not gonna lie— Hard to find the spark for stuff that once lit me up. Journaling and short walks help a bit.
858,insomnia,Update: Alarm goes off right when I finally drift off. Brutal. Taking it one breath at a time.
11,loneliness,Craving connection but not sure how to ask for it.
1912,guilt_shame,Wishing I could be kinder to myself when I slip up.
67,fatigue,Tired behind the eyes even after resting. Trying to be patient with myself.
275,ptsd_like,Hypervigilant today—feels like my guard can't drop. Reminding myself that feelings pass.
1941,insomnia,"Real talk: Alarm goes off right when I finally drift off. Brutal. Hydration and a stretch break, here we go."
140,adhd_like,Reminder to future me: Sticky notes are my second brain and they’re full.
1616,low_mood,Woke up heavy—like my energy got drained overnight.
431,anhedonia,Real talk: Checking off hobbies like tasks instead of enjoying them.
103,ocd_like_worry,Looping on the same worry even though I know it's irrational.
1784,brain_fog,Note to self: Memory lag is real—what was I doing again? Texting a friend to check in.
401,anxiety,"Overthinking every little thing again. Brain, please chill. Stepping outside for a minute of fresh air."
569,somatic,Neck and shoulders hosting a permanent knot convention. Stepping outside for a minute of fresh air.
1932,anhedonia,Joy feels muted—like the volume's turned down. Reminding myself that feelings pass.
487,guilt_shame,Trying to remember progress > perfection. Reminding myself that feelings pass.
1577,self_esteem,Status check: Compliments bounce off; criticism sticks—working on flipping that. Texting a friend to check in.
286,low_mood,Real talk: Woke up heavy—like my energy got drained overnight. Trying to be patient with myself.
364,insomnia,Counted a thousand imaginary sheep and still wide awake.
1680,ocd_like_worry,Wish my mind had a 'good enough' button. Setting tiny goals and tiny wins.
580,fatigue,Note to self: Dragging myself through the afternoon slump again. Taking it one breath at a time.
254,adhd_like,If anyone else needs to hear this: Started five tasks and finished none—attention is on vacation. Reminding myself that feelings pass.
1711,low_mood,Today in mental health: Motivation is MIA and everything feels muted. Texting a friend to check in.
23,burnout,Running on fumes and to-do list keeps growing. Stepping outside for a minute of fresh air.
551,self_esteem,Note to self: Comparing myself to others is a trap I keep falling into. Stepping outside for a minute of fresh air.
626,somatic,Back tension says hello every time I sit down.
691,adhd_like,Started five tasks and finished none—attention is on vacation.
1999,burnout,"Not gonna lie— Work brain is fried; focus meter stuck at 10%. Hydration and a stretch break, here we go."
439,anxiety,Status check: Heart fluttering for no clear reason—wish I could hit pause.
14,appetite_sleep_change,If anyone else needs to hear this: Trying to notice patterns without judging myself. Texting a friend to check in.
921,ptsd_like,Grounding exercises helping a bit when I get startled.
1164,stress,Tension living in my shoulders rent-free. Setting tiny goals and tiny wins.
844,ocd_like_worry,If anyone else needs to hear this: Looping on the same worry even though I know it's irrational. Stepping outside for a minute of fresh air.
241,anhedonia,Things I used to love feel dim lately. Journaling and short walks help a bit.
539,adhd_like,"Update: Timer on, distractions off… still drifting."
449,guilt_shame,Wishing I could be kinder to myself when I slip up. Trying to be patient with myself.
855,self_esteem,Today in mental health: Trying to believe 'good enough' can actually be good. Reminding myself that feelings pass.
830,anhedonia,Today in mental health: Joy feels muted—like the volume's turned down.
172,low_mood,Feeling down today and can't shake the gray cloud. Reminding myself that feelings pass.
1130,ptsd_like,Real talk: Hypervigilant today—feels like my guard can't drop. Journaling and short walks help a bit.
477,anxiety,Heart fluttering for no clear reason—wish I could hit pause. Journaling and short walks help a bit.
1010,insomnia,Sleep and I are not on speaking terms lately. Setting tiny goals and tiny wins.
1470,adhd_like,"Today in mental health: Hyperfocus yesterday, scattered confetti brain today. Journaling and short walks help a bit."
1984,ocd_like_worry,Stuck on repeat—reassurance doesn't stick for long. Journaling and short walks help a bit.
709,social_anxiety,Status check: Small talk feels like a boss-level challenge sometimes. Trying to be patient with myself.
1390,insomnia,Third night in a row staring at the ceiling at 3AM.
222,anhedonia,Update: Checking off hobbies like tasks instead of enjoying them. Stepping outside for a minute of fresh air.
1177,somatic,Not gonna lie— Headache visiting again—wish it would leave a forwarding address. Reminding myself that feelings pass.
122,ocd_like_worry,Status check: Wish my mind had a 'good enough' button. Stepping outside for a minute of fresh air.
667,anxiety,"Overthinking every little thing again. Brain, please chill. Trying to be patient with myself."
704,low_mood,Status check: Feeling down today and can't shake the gray cloud.
1307,irritability,Update: Apologizing in advance for my short fuse—working on it. Setting tiny goals and tiny wins.
1612,panic_like,Note to self: Counting breaths and waiting for the spike to pass. Setting tiny goals and tiny wins.
504,fatigue,I could nap on a moving bus right now. Stepping outside for a minute of fresh air.
1614,somatic,Note to self: Neck and shoulders hosting a permanent knot convention. Taking it one breath at a time.
739,brain_fog,Brain is buffering… please wait. Stepping outside for a minute of fresh air.
1387,self_esteem,Learning to talk to myself like I would a friend.
917,stress,Tension living in my shoulders rent-free. Reminding myself that feelings pass.
1723,anhedonia,Things I used to love feel dim lately. Taking it one breath at a time.
1807,anxiety,Heart fluttering for no clear reason—wish I could hit pause.
1644,fatigue,If anyone else needs to hear this: Tired behind the eyes even after resting. Journaling and short walks help a bit.
1114,guilt_shame,Note to self: Guilt brain is loud over small mistakes. Reminding myself that feelings pass.
1773,social_anxiety,Cancelling plans because my nerves won't cooperate.
173,anxiety,My mind's racing with what-ifs and it's exhausting. Setting tiny goals and tiny wins.
1702,loneliness,Not gonna lie— Surrounded by people yet feeling oddly alone.
468,guilt_shame,Not gonna lie— Wishing I could be kinder to myself when I slip up. Setting tiny goals and tiny wins.
968,somatic,Not gonna lie— Stomach in knots when stress shows up. Reminding myself that feelings pass.
382,anxiety,Update: My mind's racing with what-ifs and it's exhausting. Reminding myself that feelings pass.
1381,anhedonia,Real talk: Hard to find the spark for stuff that once lit me up. Journaling and short walks help a bit.
1250,irritability,Apologizing in advance for my short fuse—working on it. Taking it one breath at a time.
251,burnout,Today in mental health: Running on fumes and to-do list keeps growing. Setting tiny goals and tiny wins.
1401,appetite_sleep_change,Not gonna lie— Trying to notice patterns without judging myself. Reminding myself that feelings pass.
1803,brain_fog,Memory lag is real—what was I doing again? Stepping outside for a minute of fresh air.
1013,social_anxiety,Status check: Small talk feels like a boss-level challenge sometimes. Trying to be patient with myself.
365,burnout,Running on fumes and to-do list keeps growing.
1768,low_mood,Update: Motivation is MIA and everything feels muted.
1462,somatic,Back tension says hello every time I sit down. Taking it one breath at a time.
671,social_anxiety,Status check: Cancelling plans because my nerves won't cooperate. Journaling and short walks help a bit.
1296,burnout,"Burnout check: deadlines, brain fog, and zero spark. Setting tiny goals and tiny wins."
639,guilt_shame,Note to self: Trying to remember progress > perfection. Texting a friend to check in.
924,guilt_shame,Not gonna lie— Wishing I could be kinder to myself when I slip up. Stepping outside for a minute of fresh air.
720,brain_fog,Status check: Reading the same sentence five times and still nothing. Setting tiny goals and tiny wins.
317,anhedonia,Reminder to future me: Checking off hobbies like tasks instead of enjoying them. Reminding myself that feelings pass.
137,burnout,Update: Work brain is fried; focus meter stuck at 10%. Setting tiny goals and tiny wins.
804,social_anxiety,Small talk feels like a boss-level challenge sometimes. Reminding myself that feelings pass.
1865,insomnia,Sleep and I are not on speaking terms lately. Journaling and short walks help a bit.
1927,ocd_like_worry,Reminder to future me: Looping on the same worry even though I know it's irrational. Reminding myself that feelings pass.
367,social_anxiety,Overanalyzing every message I send—did that sound weird? Trying to be patient with myself.
1569,loneliness,Update: Scrolling for company isn't cutting it today. Stepping outside for a minute of fresh air.
283,brain_fog,Reading the same sentence five times and still nothing. Texting a friend to check in.
146,anhedonia,If anyone else needs to hear this: Hard to find the spark for stuff that once lit me up. Texting a friend to check in.
853,brain_fog,Real talk: Words are playing hide-and-seek with my mouth. Taking it one breath at a time.
1808,insomnia,Third night in a row staring at the ceiling at 3AM. Reminding myself that feelings pass.
410,loneliness,Miss the kind of conversation that leaves you lighter. Trying to be patient with myself.
1840,panic_like,Note to self: Sudden wave of jitters out of nowhere—breathing through it. Setting tiny goals and tiny wins.
1836,guilt_shame,Note to self: That nagging 'not good enough' voice showed up again. Stepping outside for a minute of fresh air.
810,guilt_shame,Reminder to future me: That nagging 'not good enough' voice showed up again.
1677,stress,So many tabs open in my head and none are loading. Taking it one breath at a time.
472,panic_like,Real talk: Mind went blank and body hit the gas—classic surge of nerves.
959,ptsd_like,"Some days my body reacts before my brain understands why. Hydration and a stretch break, here we go."
